NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,20,20,19.4,20
16x16,20,20,20,20
17x17,20,20,20,20
18x18,20,20,20,20
19x19,20,20,20,19.8
20x20,20,20,20,15.6
21x21,20,20,20,5.4
22x22,20,20,20,5
23x23,20,20,20,3.4
24x24,20,20,20,2.2
25x25,19.8,19.8,20,2.6
