NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,20,20,19.2,20
16x16,20,20,20,20
17x17,20,20,20,20
18x18,20,20,20,20
19x19,20,20,20,20
20x20,20,20,20,17.2
21x21,20,20,20,16
22x22,20,20,20,13.8
23x23,20,20,20,12
24x24,20,20,20,13.4
25x25,20,20,20,11
