NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,20,20,20,13.6
16x16,20,20,20,16.8
17x17,20,20,20,7
18x18,20,20,20,8.6
19x19,20,20,20,6.6
20x20,20,20,15,7.6
21x21,20,20,9,5.6
22x22,20,20,10.6,9.4
23x23,20,20,6.8,13.4
24x24,20,20,4.8,14
25x25,20,20,6.4,12.6
