NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,17.4,20,20,20
16x16,17,20,20,20
17x17,15,20,20,20
18x18,14.8,19.8,20,20
19x19,15,20,20,14.8
20x20,14.4,20,20,7.4
21x21,20,20,20,7.2
22x22,20,20,14.2,5.4
23x23,19.8,19.8,10.6,5
24x24,19.2,20,9.6,5
25x25,20,20,10.2,8.6
