NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,0,0,0.979795897,0
16x16,0,0,0,0
17x17,0,0,0,0
18x18,0,0,0,0
19x19,0,0,0,0
20x20,0,0,0,0.4
21x21,0,0,0,0
22x22,0,0,0,0.4
23x23,0,0,0,0
24x24,0,0,0,0.489897949
25x25,0,0,0,0
