NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,1.854723699,0,0,0
16x16,2.28035085,0,0,0
17x17,1.095445115,0,0,0
18x18,1.833030278,0.4,0,0
19x19,1.897366596,0,0,5.268775949
20x20,3.072458299,0,0,1.959591794
21x21,0,0,0,1.166190379
22x22,0,0,3.18747549,2.244994432
23x23,0.4,0.4,0.8,2
24x24,0.748331477,0,2.497999199,1.414213562
25x25,0,0,0.979795897,5.851495535
