NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,0,0,1.469693846,0
16x16,0,0,0.632455532,0
17x17,0,0,0.4,0
18x18,0,0,0,0
19x19,0,0,0,0.4
20x20,0,0,0,0
21x21,0,0,0,0.894427191
22x22,0.4,0,0,0.4
23x23,0,0.8,0,0.372677996
24x24,0,0,0,1.019803903
25x25,0.489897949,0,0,0.979795897
