NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,0,0,1.2,0
16x16,0,0,0,0
17x17,0,0,0,0
18x18,0,0,0,0
19x19,0,0,0,0.4
20x20,0,0,0,5.083306011
21x21,0,0,0,2.8
22x22,0,0,0,2
23x23,0,0,0,0.489897949
24x24,0,0,0,0.979795897
25x25,0.4,0.4,0,1.019803903
