NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,0,0,0,0
16x16,0,0,0,0
17x17,0,0,0,0.8
18x18,0,0,0,3.633180425
19x19,0,0,0,1.326649916
20x20,0,0,5.215361924,2.039607805
21x21,0,0.4,2.244994432,2.315167381
22x22,0,0,6.228964601,2.227105745
23x23,0,0.4,3.969886648,1.264911064
24x24,0,0,3.487119155,6.368673331
25x25,0,0,4.354308211,2.039607805
