NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,0,0,0,5.276362383
16x16,0,0,0,4.118252056
17x17,0,0,0,2.097617696
18x18,0,0,0,2.727636339
19x19,0,0,0,1.624807681
20x20,0,0,5.93295879,2.576819745
21x21,0,0,4.38178046,1.624807681
22x22,0,0,3.826225294,2.870540019
23x23,0,0,3.370459909,3.072458299
24x24,0,0,1.326649916,0.894427191
25x25,0,0,3.773592453,2.8
