NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,2.059126028,0,0,0
16x16,4.963869458,0,0,0
17x17,1.166190379,0,0,0
18x18,2.13541565,0,0,0
19x19,2.925747768,0,0,0
20x20,3.929376541,0,0,0
21x21,2.19089023,0,0,0
22x22,3.521363372,0,0,0
23x23,2.785677655,0,0,0
24x24,3.487119155,0,0,0
25x25,6.013318551,0,0,0
