NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,2.481934729,0,0,0
16x16,3.773592453,0,0,0
17x17,2.993325909,0,0,0
18x18,5.192301994,0,0,0
19x19,3.498571137,0,0,0
20x20,8.133879763,0,0,0
21x21,3.898717738,0,0,0
22x22,2.154065923,0,0,0
23x23,2.785677655,0,0,0
24x24,1.788854382,0,0,0
25x25,3.16227766,0,0,0
