NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,2.059126028,0,0,0
16x16,2.727636339,0,0,0
17x17,4.242640687,0,0,0
18x18,3.969886648,0,0,0
19x19,4.079215611,0,0,0
20x20,4.489988864,0,0,0
21x21,1.6,0,0,0
22x22,2.576819745,0,0,0
23x23,3.555277767,0,0,0
24x24,2.416609195,0,0,0
25x25,1.833030278,0,0,0
