NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,7.2,0,0,0
16x16,7.6,0,0,0
17x17,6,0,0,0
18x18,6.4,0,0,0
19x19,5.8,0,0,0
20x20,5.2,0,0,0
21x21,9.6,0,0,0
22x22,8,0,0,0
23x23,13.8,0,0,0
24x24,12.4,0,0,0
25x25,9.8,0,0,0
