NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,11.6,0,0,0
16x16,14,0,0,0
17x17,11.6,0,0,0
18x18,13.2,0,0,0
19x19,10.8,0,0,0
20x20,11.2,0,0,0
21x21,11,0,0,0
22x22,13.2,0,0,0
23x23,12.6,0,0,0
24x24,8.8,0,0,0
25x25,9,0,0,0
