NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,11.2,0,0,0
16x16,11.6,0,0,0
17x17,13.8,0,0,0
18x18,13.8,0,0,0
19x19,10.4,0,0,0
20x20,13.2,0,0,0
21x21,9,0,0,0
22x22,11.4,0,0,0
23x23,9.2,0,0,0
24x24,7,0,0,0
25x25,12,0,0,0
