NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,15.4,0,0,0
16x16,13.4,0,0,0
17x17,14,0,0,0
18x18,15.2,0,0,0
19x19,16.4,0,0,0
20x20,14.2,0,0,0
21x21,14.2,0,0,0
22x22,17.4,0,0,0
23x23,11.6,0,0,0
24x24,15.4,0,0,0
25x25,15.8,0,0,0
