NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,11.4,0,0,0
16x16,10.6,0,0,0
17x17,12.8,0,0,0
18x18,12.2,0,0,0
19x19,14.2,0,0,0
20x20,10.4,0,0,0
21x21,9,0,0,0
22x22,11,0,0,0
23x23,8.8,0,0,0
24x24,11.2,0,0,0
25x25,9.8,0,0,0
