NxN Size,Communication,Non-Communication,Brute Force Detecting,Brute Force Non-Detecting
15x15,16.6,0,0,0
16x16,18,0,0,0
17x17,14.8,0,0,0
18x18,12.2,0,0,0
19x19,19.8,0,0,0
20x20,14,0,0,0
21x21,15.2,0,0,0
22x22,10.6,0,0,0
23x23,16.8,0,0,0
24x24,13,0,0,0
25x25,10.6,0,0,0
